datetime,year,month,day,hour,minute,second,latitude,longitude,Davistemp,Davishumidity,BlackGlobetemp,TotalSeconds
2026-04-30 14:29:58,2026,4,30,12,29,58,51.0208183,3.7074496,19.01,25,23.48,3768.0
2026-04-30 14:30:09,2026,4,30,12,30,9,51.02086993333333,3.7076267166666668,19.01,25,23.8,3779.0
2026-04-30 14:30:20,2026,4,30,12,30,20,51.020969333333326,3.7077166666666663,19.01,26,24.11,3790.0
2026-04-30 14:30:31,2026,4,30,12,30,31,51.02108705,3.7076834,19.07,26,24.33,3801.0
2026-04-30 14:30:42,2026,4,30,12,30,42,51.02116943333333,3.7078173,19.07,26,24.55,3812.0
2026-04-30 14:30:53,2026,4,30,12,30,53,51.02123805,3.7079736999999993,19.08,26,24.86,3823.0
2026-04-30 14:31:04,2026,4,30,12,31,4,51.0213139,3.7081178,19.14,26,25.11,3834.0
2026-04-30 14:31:15,2026,4,30,12,31,15,51.021386783333334,3.7082786499999996,19.18,27,25.3,3845.0
2026-04-30 14:31:26,2026,4,30,12,31,26,51.02147243333333,3.708456433333333,19.2,27,25.59,3856.0
2026-04-30 14:31:37,2026,4,30,12,31,37,51.0215423,3.7086226,19.24,27,25.7,3867.0
2026-04-30 14:31:48,2026,4,30,12,31,48,51.02161166666666,3.7087844666666667,19.26,27,25.87,3878.0
2026-04-30 14:31:59,2026,4,30,12,31,59,51.021692099999996,3.708930783333333,19.32,26,26.14,3889.0
2026-04-30 14:32:10,2026,4,30,12,32,10,51.0218073,3.7090316,19.35,26,26.25,3900.0
2026-04-30 14:32:21,2026,4,30,12,32,21,51.02189846666666,3.709190466666666,19.35,26,26.47,3911.0
2026-04-30 14:32:32,2026,4,30,12,32,32,51.02191859999999,3.7092335999999997,19.39,26,26.5,3922.0
2026-04-30 14:32:43,2026,4,30,12,32,43,51.02191725,3.7092409,19.44,26,26.77,3933.0
2026-04-30 14:32:54,2026,4,30,12,32,54,51.02191766666667,3.709242466666666,19.45,26,26.87,3944.0
2026-04-30 14:33:05,2026,4,30,12,33,5,51.021918783333334,3.709247333333333,19.45,26,26.83,3955.0
2026-04-30 14:33:16,2026,4,30,12,33,16,51.0219233,3.7092584,19.51,26,26.69,3966.0
2026-04-30 14:33:27,2026,4,30,12,33,27,51.02198753333333,3.7093873166666667,19.52,26,26.49,3977.0
2026-04-30 14:33:38,2026,4,30,12,33,38,51.02209906666667,3.7094259666666662,19.57,26,26.39,3988.0
2026-04-30 14:33:49,2026,4,30,12,33,49,51.022219500000006,3.70943485,19.57,26,26.36,3999.0
2026-04-30 14:34:00,2026,4,30,12,34,0,51.02235226666666,3.7094383666666664,19.59,26,26.27,4010.0
2026-04-30 14:34:11,2026,4,30,12,34,11,51.022481516666666,3.709444883333333,19.62,26,26.19,4021.0
2026-04-30 14:34:22,2026,4,30,12,34,22,51.0226133,3.7094466,19.65,26,26.19,4032.0
2026-04-30 14:34:33,2026,4,30,12,34,33,51.02274056666667,3.709456933333333,19.68,27,26.19,4043.0
2026-04-30 14:34:44,2026,4,30,12,34,44,51.022878199999994,3.7094606,19.68,27,26.19,4054.0
2026-04-30 14:34:55,2026,4,30,12,34,55,51.023004099999994,3.7094614000000004,19.68,27,26.2,4065.0
2026-04-30 14:35:06,2026,4,30,12,35,6,51.02314776666666,3.7094663333333333,19.68,27,26.37,4076.0
2026-04-30 14:35:17,2026,4,30,12,35,17,51.0232798,3.7094795499999997,19.72,27,26.46,4087.0
2026-04-30 14:35:28,2026,4,30,12,35,28,51.0234025,3.7095249,19.73,27,26.69,4098.0
2026-04-30 14:35:39,2026,4,30,12,35,39,51.02351804999999,3.709536616666666,19.73,27,26.78,4109.0
2026-04-30 14:35:50,2026,4,30,12,35,50,51.023657766666666,3.7095678,19.74,27,26.81,4120.0
2026-04-30 14:36:01,2026,4,30,12,36,1,51.023775349999994,3.70959985,19.79,27,26.84,4131.0
2026-04-30 14:36:12,2026,4,30,12,36,12,51.023906499999995,3.7096278333333332,19.79,27,26.87,4142.0
2026-04-30 14:36:23,2026,4,30,12,36,23,51.02402801666666,3.709668933333333,19.8,27,26.87,4153.0
2026-04-30 14:36:34,2026,4,30,12,36,34,51.0241369,3.7097133,19.84,27,26.96,4164.0
2026-04-30 14:36:45,2026,4,30,12,36,45,51.02426578333333,3.7097828499999994,19.87,27,27.0,4175.0
2026-04-30 14:36:56,2026,4,30,12,36,56,51.0242862,3.70986,19.9,27,27.0,4186.0
2026-04-30 14:37:07,2026,4,30,12,37,7,51.02417355,3.7098096,19.9,26,27.0,4197.0
2026-04-30 14:37:18,2026,4,30,12,37,18,51.024028666666666,3.7097827333333333,19.9,26,27.14,4208.0
2026-04-30 14:37:29,2026,4,30,12,37,29,51.02389003333333,3.7097972166666664,19.9,26,27.2,4219.0
2026-04-30 14:37:40,2026,4,30,12,37,40,51.0237723,3.7098614,19.94,26,27.27,4230.0
2026-04-30 14:37:51,2026,4,30,12,37,51,51.02366938333333,3.709972266666666,19.95,26,27.31,4241.0
2026-04-30 14:38:02,2026,4,30,12,38,2,51.0236004,3.7101385666666666,20.01,27,27.31,4252.0
2026-04-30 14:38:13,2026,4,30,12,38,13,51.0235536,3.7103120499999998,20.01,27,27.31,4263.0
2026-04-30 14:38:24,2026,4,30,12,38,24,51.023521233333334,3.710484633333333,20.02,27,27.37,4274.0
2026-04-30 14:38:35,2026,4,30,12,38,35,51.02345818333333,3.710651116666666,20.07,27,27.37,4285.0
2026-04-30 14:38:46,2026,4,30,12,38,46,51.0234191,3.7108508,20.07,26,27.37,4296.0
2026-04-30 14:38:57,2026,4,30,12,38,57,51.023357516666664,3.7109893499999997,20.07,26,27.35,4307.0
2026-04-30 14:39:08,2026,4,30,12,39,8,51.02329706666666,3.7110159666666664,20.04,26,27.05,4318.0
2026-04-30 14:39:19,2026,4,30,12,39,19,51.02328915,3.71100685,19.98,26,26.75,4329.0
2026-04-30 14:39:30,2026,4,30,12,39,30,51.0232773,3.7109967,19.93,26,26.67,4340.0
2026-04-30 14:39:41,2026,4,30,12,39,41,51.023238800000016,3.7109978000000012,19.9,25,26.51,4351.0
2026-04-30 14:39:52,2026,4,30,12,39,52,51.02320030000001,3.7109989000000017,19.86,25,26.39,4362.0
2026-04-30 14:40:03,2026,4,30,12,40,3,51.023161800000025,3.711000000000002,19.8,25,26.14,4373.0
2026-04-30 14:40:14,2026,4,30,12,40,14,51.02312330000001,3.7110011000000007,19.79,25,26.12,4384.0
2026-04-30 14:40:25,2026,4,30,12,40,25,51.02308480000005,3.711002200000003,19.79,25,26.28,4395.0
2026-04-30 14:40:36,2026,4,30,12,40,36,51.02304630000003,3.7110033000000016,19.79,26,26.5,4406.0
2026-04-30 14:40:47,2026,4,30,12,40,47,51.02300779999996,3.7110044000000073,19.73,26,26.61,4417.0
2026-04-30 14:40:58,2026,4,30,12,40,58,51.0229693,3.711005500000006,19.73,26,26.65,4428.0
2026-04-30 14:41:09,2026,4,30,12,41,9,51.02293080000004,3.7110066000000046,19.72,26,26.69,4439.0
2026-04-30 14:41:20,2026,4,30,12,41,20,51.02289230000008,3.711007699999996,19.68,26,26.75,4450.0
2026-04-30 14:41:31,2026,4,30,12,41,31,51.02285380000012,3.711008800000002,19.68,26,26.75,4461.0
2026-04-30 14:41:42,2026,4,30,12,41,42,51.02281530000005,3.7110099000000076,19.65,26,26.72,4472.0
2026-04-30 14:41:53,2026,4,30,12,41,53,51.0227768000002,3.7110110000000134,19.65,26,26.62,4483.0
2026-04-30 14:42:04,2026,4,30,12,42,4,51.02273830000013,3.711012100000005,19.64,26,26.49,4494.0
2026-04-30 14:42:15,2026,4,30,12,42,15,51.022699800000055,3.7110132000000107,19.62,27,26.44,4505.0
2026-04-30 14:42:26,2026,4,30,12,42,26,51.02266130000021,3.711014300000002,19.62,27,26.39,4516.0
2026-04-30 14:42:37,2026,4,30,12,42,37,51.022622800000136,3.711015400000022,19.66,27,26.19,4527.0
2026-04-30 14:42:48,2026,4,30,12,42,48,51.02258430000006,3.7110165000000137,19.63,27,26.19,4538.0
2026-04-30 14:42:59,2026,4,30,12,42,59,51.02254579999999,3.7110176000000195,19.62,27,26.19,4549.0
2026-04-30 14:43:10,2026,4,30,12,43,10,51.02250730000014,3.711018700000011,19.68,27,26.23,4560.0
2026-04-30 14:43:21,2026,4,30,12,43,21,51.02246880000007,3.7110198000000025,19.63,27,26.41,4571.0
2026-04-30 14:43:32,2026,4,30,12,43,32,51.022430300000224,3.7110209000000225,19.68,27,26.72,4582.0
2026-04-30 14:43:43,2026,4,30,12,43,43,51.02239180000015,3.711022000000014,19.68,27,27.0,4593.0
2026-04-30 14:43:54,2026,4,30,12,43,54,51.02235329999985,3.7110231000000056,19.68,27,27.27,4604.0
2026-04-30 14:44:05,2026,4,30,12,44,5,51.02231480000046,3.711024199999997,19.68,26,27.56,4615.0
