datetime,Davistemp,Davishumidity,BlackGlobetemp,Airvelocity,TotalSeconds,latitude,longitude
2026-04-30 14:05:30,20.4,28.8,31.5,2.6,2300.0,51.02289056666666,3.701926
2026-04-30 14:05:35,20.5,29.0,31.2,2.6,2305.0,51.0229121,3.702020333333333
2026-04-30 14:05:40,20.3,29.3,31.2,3.8,2310.0,51.0229251,3.702113
2026-04-30 14:05:45,20.1,30.0,31.0,4.0,2315.0,51.02294018333333,3.70222725
2026-04-30 14:05:50,19.5,30.5,31.2,10.2,2320.0,51.02295893333333,3.7023265666666667
2026-04-30 14:05:55,19.0,30.0,31.5,14.3,2325.0,51.022976,3.70242265
2026-04-30 14:06:00,18.8,29.1,31.5,14.4,2330.0,51.0229923,3.702523033333333
2026-04-30 14:06:05,18.7,28.5,31.5,11.7,2335.0,51.023008999999995,3.702626199999999
2026-04-30 14:06:10,18.8,28.4,31.2,8.4,2340.0,51.0230215,3.7027167
2026-04-30 14:06:15,18.9,28.7,30.9,7.8,2345.0,51.023042749999995,3.7028087833333334
2026-04-30 14:06:20,19.0,28.9,30.8,8.0,2350.0,51.02306,3.702916533333333
2026-04-30 14:06:25,19.5,29.1,30.4,5.2,2355.0,51.0230808,3.70302215
2026-04-30 14:06:30,19.7,29.2,30.2,7.5,2360.0,51.0230925,3.7031210999999997
2026-04-30 14:06:35,19.6,29.2,29.8,6.9,2365.0,51.023077316666665,3.7032087166666665
2026-04-30 14:06:40,19.2,29.0,29.6,8.9,2370.0,51.0230274,3.7032668
2026-04-30 14:06:45,19.4,28.8,29.2,1.7,2375.0,51.022969399999994,3.7032953
2026-04-30 14:06:50,19.9,28.8,29.0,3.8,2380.0,51.0229102,3.7033233999999995
2026-04-30 14:06:55,20.0,28.9,28.5,6.8,2385.0,51.02285325,3.7033540499999997
2026-04-30 14:07:00,20.3,28.8,28.4,4.2,2390.0,51.02279779999999,3.7033826
2026-04-30 14:07:05,20.3,28.7,27.9,4.3,2395.0,51.02274114999999,3.703405933333333
2026-04-30 14:07:10,20.1,28.6,27.8,4.2,2400.0,51.0226809,3.7034316
2026-04-30 14:07:15,20.2,28.3,27.4,3.7,2405.0,51.02262339999999,3.703466933333333
2026-04-30 14:07:20,20.6,28.0,27.3,3.8,2410.0,51.02257043333333,3.7034946666666664
2026-04-30 14:07:25,20.5,28.0,27.0,3.5,2415.0,51.02251735,3.70352035
2026-04-30 14:07:30,20.4,28.1,26.8,5.9,2420.0,51.02246126666667,3.7035473666666667
2026-04-30 14:07:35,20.0,27.9,26.7,8.5,2425.0,51.0224027,3.703573783333333
2026-04-30 14:07:40,19.4,27.8,26.5,7.7,2430.0,51.0223472,3.7035892
2026-04-30 14:07:45,19.1,27.6,26.4,5.6,2435.0,51.022299366666665,3.703618783333333
2026-04-30 14:07:50,19.0,27.6,26.2,7.0,2440.0,51.02225,3.703652233333333
2026-04-30 14:07:55,18.9,27.9,26.1,5.2,2445.0,51.02219305,3.7036883
2026-04-30 14:08:00,19.1,28.3,25.9,9.5,2450.0,51.022132066666664,3.703725266666666
2026-04-30 14:08:05,19.4,28.6,25.7,4.3,2455.0,51.02207251666667,3.7037621999999994
2026-04-30 14:08:10,19.3,28.8,25.7,11.9,2460.0,51.0220141,3.7038002
2026-04-30 14:08:15,19.2,28.7,25.3,5.9,2465.0,51.021957349999994,3.703831366666666
2026-04-30 14:08:20,19.2,28.8,25.3,9.2,2470.0,51.0218978,3.7038637999999997
2026-04-30 14:08:25,19.1,28.8,25.2,15.8,2475.0,51.0218412,3.7038940499999997
2026-04-30 14:08:30,18.8,28.8,25.1,8.3,2480.0,51.02178529999999,3.7039222
2026-04-30 14:08:35,19.0,28.8,24.9,7.2,2485.0,51.02172631666666,3.7039505166666666
2026-04-30 14:08:40,19.3,28.9,24.8,6.7,2490.0,51.0216654,3.7039821
2026-04-30 14:08:45,19.5,28.8,24.6,5.3,2495.0,51.02160865,3.7040190166666664
2026-04-30 14:08:50,19.4,28.9,24.6,9.2,2500.0,51.0215409,3.7040598666666664
2026-04-30 14:08:55,19.1,28.9,24.5,5.3,2505.0,51.0214725,3.70409925
2026-04-30 14:09:00,19.2,28.8,24.3,5.4,2510.0,51.02140676666666,3.704134933333333
2026-04-30 14:09:05,19.1,28.8,24.3,5.0,2515.0,51.02134223333333,3.7041666666666666
2026-04-30 14:09:10,19.0,28.7,24.2,5.4,2520.0,51.0212749,3.704195
2026-04-30 14:09:15,19.2,28.7,24.0,3.8,2525.0,51.02120648333333,3.7042243333333333
2026-04-30 14:09:20,19.5,28.7,24.0,3.0,2530.0,51.0211386,3.7042578666666666
2026-04-30 14:09:25,19.7,28.8,24.0,7.4,2535.0,51.02107375,3.7042906
2026-04-30 14:09:30,19.8,28.9,24.0,5.3,2540.0,51.021008933333334,3.7043235999999995
2026-04-30 14:09:35,20.1,28.9,23.8,4.3,2545.0,51.02094136666666,3.7043589166666666
2026-04-30 14:09:40,20.1,28.9,23.8,5.7,2550.0,51.0208742,3.7043945
2026-04-30 14:09:45,20.3,28.7,23.8,3.6,2555.0,51.02080686666667,3.704432333333333
2026-04-30 14:09:50,20.5,28.7,23.8,5.1,2560.0,51.02074079999999,3.7044641666666664
2026-04-30 14:09:55,20.5,28.5,23.8,6.2,2565.0,51.020675049999994,3.7044942499999998
2026-04-30 14:10:00,20.1,28.3,23.8,6.0,2570.0,51.020609099999994,3.7045193333333333
2026-04-30 14:10:05,20.0,27.9,23.8,4.1,2575.0,51.02054481666666,3.704540183333333
2026-04-30 14:10:10,20.1,27.7,23.8,3.0,2580.0,51.0204884,3.7045731
2026-04-30 14:10:15,20.2,27.8,23.8,5.2,2585.0,51.020431733333325,3.704626183333333
2026-04-30 14:10:20,20.0,27.7,23.8,3.1,2590.0,51.02036893333333,3.7046721333333332
2026-04-30 14:10:25,20.2,27.7,23.8,3.3,2595.0,51.020302099999995,3.7047143
2026-04-30 14:10:30,20.4,27.9,23.8,4.1,2600.0,51.02023613333333,3.7047561333333334
2026-04-30 14:10:35,20.3,27.9,23.6,3.7,2605.0,51.020174049999994,3.7047987166666667
2026-04-30 14:10:40,20.3,27.7,23.6,3.3,2610.0,51.0201123,3.7048383
2026-04-30 14:10:45,20.4,27.7,23.6,5.3,2615.0,51.020054716666664,3.7048799666666663
2026-04-30 14:10:50,20.2,27.8,23.6,2.7,2620.0,51.019999,3.7049103
2026-04-30 14:10:55,20.3,28.1,23.7,2.3,2625.0,51.0199411,3.7049421000000002
2026-04-30 14:11:00,20.5,28.4,23.7,2.4,2630.0,51.01988116666666,3.7049809
2026-04-30 14:11:05,20.5,28.3,23.7,3.9,2635.0,51.019820616666664,3.7050261
2026-04-30 14:11:10,20.7,28.3,23.5,3.8,2640.0,51.0197592,3.7050721
2026-04-30 14:11:15,20.5,28.4,23.4,4.1,2645.0,51.019688783333336,3.7051049333333332
2026-04-30 14:11:20,20.4,28.4,23.2,5.4,2650.0,51.019628166666664,3.7051463
2026-04-30 14:11:25,19.8,28.5,23.2,5.7,2655.0,51.019571299999996,3.7051923
2026-04-30 14:11:30,19.7,28.4,23.4,3.4,2660.0,51.01951383333333,3.7052364666666664
2026-04-30 14:11:35,19.9,28.3,23.4,2.8,2665.0,51.019453883333334,3.705276616666666
2026-04-30 14:11:40,20.2,28.4,23.4,3.0,2670.0,51.0193928,3.7053217
2026-04-30 14:11:45,20.5,28.6,23.4,2.2,2675.0,51.01933238333333,3.7053653666666664
2026-04-30 14:11:50,20.9,28.9,23.4,2.6,2680.0,51.01926903333333,3.705413366666667
2026-04-30 14:11:55,21.1,29.0,23.5,1.2,2685.0,51.01920805,3.70546005
2026-04-30 14:12:00,21.2,29.1,23.5,0.0,2690.0,51.01915013333333,3.705506033333333
2026-04-30 14:12:05,21.3,29.3,23.5,1.5,2695.0,51.0190939,3.705553966666666
2026-04-30 14:12:10,21.1,29.3,23.5,3.1,2700.0,51.0190384,3.7056043
2026-04-30 14:12:15,21.2,29.0,23.5,3.9,2705.0,51.01898664999999,3.7056571333333332
2026-04-30 14:12:20,21.2,29.0,23.6,3.4,2710.0,51.018932833333324,3.7057066999999995
2026-04-30 14:12:25,21.1,28.9,23.6,10.7,2715.0,51.01887795,3.7057548000000002
2026-04-30 14:12:30,20.5,28.7,23.7,7.5,2720.0,51.01882046666666,3.705787733333333
2026-04-30 14:12:35,20.2,28.5,23.7,6.7,2725.0,51.01875986666666,3.7057969999999996
2026-04-30 14:12:40,20.4,28.1,23.8,2.3,2730.0,51.0187002,3.7058
2026-04-30 14:12:45,21.1,28.1,23.8,1.7,2735.0,51.0186467,3.7058419999999996
2026-04-30 14:12:50,21.3,28.4,23.8,4.1,2740.0,51.018600199999995,3.7059009999999994
2026-04-30 14:12:55,21.1,28.4,23.8,6.2,2745.0,51.01855325,3.7059594999999996
2026-04-30 14:13:00,20.5,28.0,24.0,13.2,2750.0,51.01850496666666,3.7060134999999996
2026-04-30 14:13:05,19.7,27.7,24.0,10.6,2755.0,51.018456099999995,3.7060641666666663
2026-04-30 14:13:10,19.5,27.5,24.2,6.7,2760.0,51.0184041,3.7061095
2026-04-30 14:13:15,19.5,27.6,24.2,6.6,2765.0,51.01834559999999,3.7061570833333333
2026-04-30 14:13:20,19.6,28.3,24.2,7.0,2770.0,51.0182909,3.7062051333333335
2026-04-30 14:13:25,19.7,28.5,24.3,7.1,2775.0,51.0182356,3.7062508999999997
2026-04-30 14:13:30,19.6,28.5,24.4,8.1,2780.0,51.018177933333334,3.7062978999999996
2026-04-30 14:13:35,19.7,28.4,24.4,2.4,2785.0,51.01811933333333,3.706348983333333
2026-04-30 14:13:40,19.9,28.4,24.4,4.2,2790.0,51.018065,3.7063994
2026-04-30 14:13:45,20.2,28.3,24.4,3.5,2795.0,51.01801591666666,3.7064501499999998
2026-04-30 14:13:50,20.6,28.5,24.4,1.7,2800.0,51.01795983333333,3.7064903666666664
2026-04-30 14:13:55,20.9,28.8,24.2,2.3,2805.0,51.01790335,3.7065344
2026-04-30 14:14:00,20.8,29.0,24.2,4.6,2810.0,51.017848066666666,3.7065816999999996
2026-04-30 14:14:05,20.3,29.0,24.2,5.6,2815.0,51.017792083333326,3.7066258333333333
2026-04-30 14:14:10,20.2,29.1,24.2,4.1,2820.0,51.0177315,3.7066635
2026-04-30 14:14:15,20.5,29.1,24.2,1.5,2825.0,51.01767649999999,3.706703833333333
2026-04-30 14:14:20,20.9,29.1,24.1,2.9,2830.0,51.01762356666666,3.7067408333333334
2026-04-30 14:14:25,21.0,29.1,24.1,4.9,2835.0,51.017566099999996,3.7067763
2026-04-30 14:14:30,20.8,28.9,24.1,4.9,2840.0,51.01750176666667,3.7068027666666667
2026-04-30 14:14:35,20.5,28.9,24.0,3.0,2845.0,51.01743599999999,3.7068168333333333
2026-04-30 14:14:40,20.4,29.3,24.0,4.8,2850.0,51.0173855,3.7068325
2026-04-30 14:14:45,20.5,29.7,23.9,7.7,2855.0,51.01734099999999,3.70688825
2026-04-30 14:14:50,20.3,29.3,23.9,9.5,2860.0,51.01729403333333,3.7069457999999997
2026-04-30 14:14:55,20.3,28.6,23.9,7.2,2865.0,51.017248249999994,3.70700725
2026-04-30 14:15:00,20.2,28.1,23.9,6.8,2870.0,51.01720469999999,3.707074433333333
2026-04-30 14:15:05,20.1,27.9,23.9,9.3,2875.0,51.01716376666666,3.7071460666666667
2026-04-30 14:15:10,19.9,27.8,23.9,8.8,2880.0,51.0171271,3.7072149
2026-04-30 14:15:15,19.7,27.7,23.7,6.2,2885.0,51.017079599999995,3.707276899999999
2026-04-30 14:15:20,19.9,27.7,23.7,5.3,2890.0,51.01703036666666,3.7073284999999996
2026-04-30 14:15:25,20.1,27.7,23.7,4.6,2895.0,51.016974250000004,3.70737525
2026-04-30 14:15:30,20.0,27.8,23.7,4.2,2900.0,51.01691576666666,3.707402566666666
2026-04-30 14:15:35,20.0,27.8,23.5,5.2,2905.0,51.01685876666666,3.707395833333333
2026-04-30 14:15:40,20.1,27.8,23.5,2.8,2910.0,51.0167961,3.7073605
2026-04-30 14:15:45,20.4,27.8,23.5,3.4,2915.0,51.01674251666667,3.7073060833333327
2026-04-30 14:15:50,20.8,27.9,23.5,2.5,2920.0,51.016687266666665,3.7072594666666667
2026-04-30 14:15:55,21.2,27.9,23.5,1.6,2925.0,51.0166314,3.7072171000000003
2026-04-30 14:16:00,21.8,27.9,23.5,0.0,2930.0,51.016573566666665,3.707175433333333
2026-04-30 14:16:05,22.2,28.1,23.5,1.3,2935.0,51.01651305,3.7071342833333327
2026-04-30 14:16:10,22.5,28.0,23.6,2.1,2940.0,51.0164528,3.7071002
2026-04-30 14:16:15,22.8,27.8,23.6,1.2,2945.0,51.01639805,3.7070588666666664
2026-04-30 14:16:20,23.0,27.2,23.8,0.0,2950.0,51.016345099999995,3.7070139999999996
2026-04-30 14:16:25,23.2,26.7,23.9,1.5,2955.0,51.016306650000004,3.70695315
2026-04-30 14:16:30,23.3,26.2,24.0,1.7,2960.0,51.016293133333335,3.706874466666666
2026-04-30 14:16:35,23.4,26.1,24.2,1.8,2965.0,51.01630603333333,3.70678525
2026-04-30 14:16:40,23.3,26.1,24.5,1.9,2970.0,51.0163312,3.7067005
2026-04-30 14:16:45,23.2,26.0,24.6,1.6,2975.0,51.01634853333333,3.7066146666666664
2026-04-30 14:16:50,23.0,26.0,24.9,0.0,2980.0,51.016353266666655,3.7065243666666667
2026-04-30 14:16:55,22.8,25.9,25.2,1.4,2985.0,51.016371649999996,3.7064323999999997
2026-04-30 14:17:00,22.2,25.7,25.4,4.1,2990.0,51.0164007,3.7063435666666664
2026-04-30 14:17:05,21.8,25.4,25.7,2.5,2995.0,51.016429033333324,3.7062597666666663
2026-04-30 14:17:10,21.6,25.4,26.0,2.3,3000.0,51.0164577,3.7061751
2026-04-30 14:17:15,21.6,26.0,26.2,2.4,3005.0,51.016489449999995,3.7060881833333332
2026-04-30 14:17:20,21.9,26.2,26.3,1.9,3010.0,51.016519733333325,3.7060000666666664
2026-04-30 14:17:25,22.0,26.4,26.7,2.9,3015.0,51.016552950000005,3.70591245
2026-04-30 14:17:30,22.0,27.0,26.9,4.3,3020.0,51.016587599999994,3.7058265666666665
2026-04-30 14:17:35,22.0,27.1,27.3,4.3,3025.0,51.01662083333333,3.7057451666666665
2026-04-30 14:17:40,21.7,26.9,27.4,4.4,3030.0,51.016653,3.7056745
2026-04-30 14:17:45,21.7,26.7,27.5,3.5,3035.0,51.01668699999999,3.705594
2026-04-30 14:17:50,21.7,26.8,27.5,4.0,3040.0,51.01671913333333,3.7055149
2026-04-30 14:17:55,21.6,26.9,27.5,4.0,3045.0,51.01674965,3.7054339499999998
2026-04-30 14:18:00,21.7,26.8,27.6,1.8,3050.0,51.0167796,3.7053517
2026-04-30 14:18:05,21.8,26.9,27.9,0.0,3055.0,51.016810833333324,3.7052720666666663
2026-04-30 14:18:10,21.9,27.0,28.0,0.0,3060.0,51.016846,3.7052019
2026-04-30 14:18:15,22.1,27.3,28.3,1.2,3065.0,51.016873833333335,3.705117983333333
2026-04-30 14:18:20,22.2,27.6,28.5,1.4,3070.0,51.016907266666664,3.7050386666666664
2026-04-30 14:18:25,22.0,27.5,28.7,2.2,3075.0,51.01694155,3.7049577
2026-04-30 14:18:30,21.7,27.4,28.9,2.5,3080.0,51.01697426666666,3.7048761333333333
2026-04-30 14:18:35,22.0,27.4,29.0,0.0,3085.0,51.01700606666666,3.704796133333333
2026-04-30 14:18:40,22.3,27.6,29.3,3.1,3090.0,51.0170414,3.7047148
2026-04-30 14:18:45,22.3,27.6,29.5,3.2,3095.0,51.01706989999999,3.7046253
2026-04-30 14:18:50,22.2,27.1,29.6,0.0,3100.0,51.01710146666666,3.7045363333333334
2026-04-30 14:18:55,22.3,26.9,29.8,1.7,3105.0,51.01713275,3.70444965
2026-04-30 14:19:00,22.3,26.7,29.9,1.4,3110.0,51.0171655,3.7043660999999997
2026-04-30 14:19:05,22.4,26.7,30.2,2.1,3115.0,51.01720126666666,3.7042852166666664
2026-04-30 14:19:10,22.5,26.9,30.3,3.2,3120.0,51.0172361,3.7042048
2026-04-30 14:19:15,22.6,26.7,30.4,1.9,3125.0,51.017270516666656,3.7041227999999995
2026-04-30 14:19:20,22.6,26.6,30.5,2.0,3130.0,51.01730093333333,3.7040355333333332
2026-04-30 14:19:25,22.7,26.4,30.7,1.3,3135.0,51.01733015,3.7039493500000003
2026-04-30 14:19:30,22.7,26.4,30.8,0.0,3140.0,51.01736073333333,3.7038655
2026-04-30 14:19:35,22.7,26.5,31.1,0.0,3145.0,51.01739391666666,3.7037834499999995
2026-04-30 14:19:40,22.8,26.5,31.2,1.4,3150.0,51.0174285,3.7037042
2026-04-30 14:19:45,23.0,26.8,31.5,3.2,3155.0,51.01745783333333,3.703625366666666
2026-04-30 14:19:50,22.9,26.9,31.7,5.5,3160.0,51.017469633333334,3.703550933333333
2026-04-30 14:19:55,22.6,26.5,32.0,6.3,3165.0,51.017449299999996,3.7034807
2026-04-30 14:20:00,22.5,25.9,32.1,4.2,3170.0,51.0174166,3.703408766666666
2026-04-30 14:20:05,22.4,25.6,32.3,2.9,3175.0,51.01739799999999,3.7033295666666666
2026-04-30 14:20:10,22.1,25.6,32.4,4.1,3180.0,51.017399,3.7032439
2026-04-30 14:20:15,22.0,25.5,32.7,2.0,3185.0,51.01740199999999,3.703169983333333
2026-04-30 14:20:20,22.1,25.6,32.7,1.7,3190.0,51.01739913333333,3.7030869999999996
2026-04-30 14:20:25,22.3,26.3,32.8,1.2,3195.0,51.0173958,3.70300095
2026-04-30 14:20:30,22.7,27.3,32.9,1.4,3200.0,51.0173904,3.7029203333333327
2026-04-30 14:20:35,22.8,28.7,32.9,1.4,3205.0,51.017380333333335,3.702848133333333
2026-04-30 14:20:40,22.7,29.2,33.0,0.0,3210.0,51.017368,3.7027738
2026-04-30 14:20:45,22.7,29.0,33.0,1.3,3215.0,51.017353416666666,3.7026997166666664
2026-04-30 14:20:50,22.9,28.7,33.1,1.7,3220.0,51.017344566666665,3.7026217
2026-04-30 14:20:55,23.1,28.7,33.1,0.0,3225.0,51.017333750000006,3.70254575
2026-04-30 14:21:00,23.3,29.2,33.2,1.2,3230.0,51.01732346666667,3.7024692999999997
2026-04-30 14:21:05,23.3,30.3,33.3,2.9,3235.0,51.01731875,3.7023904499999998
2026-04-30 14:21:10,23.4,30.8,33.4,2.2,3240.0,51.0173195,3.7023172
2026-04-30 14:21:15,23.4,30.2,33.5,1.5,3245.0,51.01732416666667,3.7022502
2026-04-30 14:21:20,23.4,29.0,33.6,1.7,3250.0,51.0173367,3.7021894
2026-04-30 14:21:25,23.5,28.0,33.8,1.4,3255.0,51.0173535,3.7021401000000003
2026-04-30 14:21:30,23.6,28.0,33.8,1.3,3260.0,51.01736983333333,3.7020945
2026-04-30 14:21:35,23.4,28.3,33.9,0.0,3265.0,51.01738828333333,3.7020488
2026-04-30 14:21:40,23.5,28.5,34.0,0.0,3270.0,51.0174272,3.7020203
2026-04-30 14:21:45,23.6,28.3,34.1,1.3,3275.0,51.017476366666656,3.7020028
2026-04-30 14:21:50,23.7,28.4,34.2,1.7,3280.0,51.01752086666666,3.7019851
2026-04-30 14:21:55,23.7,28.5,34.4,2.1,3285.0,51.017566349999996,3.7019750499999997
2026-04-30 14:22:00,23.7,28.3,34.4,1.4,3290.0,51.0176138,3.7019727999999996
2026-04-30 14:22:05,23.5,27.7,34.5,2.1,3295.0,51.017662433333335,3.7019739166666663
2026-04-30 14:22:10,23.5,27.3,34.7,1.6,3300.0,51.0177126,3.7019725
2026-04-30 14:22:15,23.3,27.3,34.8,0.0,3305.0,51.017761349999994,3.70197675
2026-04-30 14:22:20,23.2,27.1,34.7,2.4,3310.0,51.017811633333324,3.701970933333333
2026-04-30 14:22:25,23.3,27.1,34.7,1.9,3315.0,51.0178618,3.70195915
2026-04-30 14:22:30,23.4,27.8,34.6,1.7,3320.0,51.01790893333333,3.7019505666666666
2026-04-30 14:22:35,23.6,28.6,34.7,2.0,3325.0,51.0179499,3.7019590666666664
2026-04-30 14:22:40,23.7,29.1,34.7,2.6,3330.0,51.0179824,3.7020029
2026-04-30 14:22:45,23.7,29.2,34.9,2.5,3335.0,51.01802789999999,3.70204515
2026-04-30 14:22:50,23.6,28.8,34.8,1.9,3340.0,51.01806793333333,3.702007333333333
2026-04-30 14:22:55,23.7,28.5,34.7,1.4,3345.0,51.018104550000004,3.7019425999999998
2026-04-30 14:23:00,23.5,28.6,34.7,2.1,3350.0,51.01813423333333,3.701867133333333
2026-04-30 14:23:05,22.6,28.6,35.1,3.8,3355.0,51.01815691666666,3.7017837499999997
2026-04-30 14:23:10,22.1,28.0,35.3,3.4,3360.0,51.018185,3.7017055
2026-04-30 14:23:15,21.8,27.0,35.6,4.9,3365.0,51.01821908333333,3.7016302499999996
2026-04-30 14:23:20,21.7,26.6,35.7,4.9,3370.0,51.018249033333326,3.7015590666666665
2026-04-30 14:23:25,21.7,26.6,35.8,1.2,3375.0,51.0182777,3.7014877999999998
2026-04-30 14:23:30,21.9,26.9,35.6,0.0,3380.0,51.018308299999994,3.7014379999999996
2026-04-30 14:23:35,22.1,27.2,35.6,0.0,3385.0,51.01834259999999,3.701435983333333
2026-04-30 14:23:40,22.3,27.4,35.4,1.4,3390.0,51.0183791,3.7014919
2026-04-30 14:23:45,22.6,27.5,35.4,2.0,3395.0,51.018414683333326,3.7015541499999998
2026-04-30 14:23:50,22.7,27.7,35.4,1.8,3400.0,51.01844079999999,3.701614733333333
2026-04-30 14:23:55,21.9,28.1,35.3,4.0,3405.0,51.0184686,3.7016843
2026-04-30 14:24:00,21.3,28.2,35.5,3.8,3410.0,51.018499166666665,3.701759333333333
2026-04-30 14:24:05,21.2,27.9,35.4,2.3,3415.0,51.018529283333336,3.7018334999999998
2026-04-30 14:24:10,21.2,27.6,35.2,1.9,3420.0,51.0185572,3.701909
2026-04-30 14:24:15,21.1,27.6,35.1,3.9,3425.0,51.018590866666656,3.70199425
2026-04-30 14:24:20,20.8,27.8,35.1,3.9,3430.0,51.018621133333326,3.7020694999999995
2026-04-30 14:24:25,20.8,28.6,35.0,2.5,3435.0,51.0186493,3.70214375
2026-04-30 14:24:30,20.6,29.6,35.0,2.6,3440.0,51.01868003333333,3.702214566666666
2026-04-30 14:24:35,20.5,29.8,34.7,2.5,3445.0,51.018714249999995,3.702282583333333
2026-04-30 14:24:40,20.5,29.9,34.5,3.3,3450.0,51.018742,3.702366
2026-04-30 14:24:45,20.5,30.1,34.2,2.9,3455.0,51.018767749999995,3.7024394166666665
2026-04-30 14:24:50,20.1,30.2,34.2,3.5,3460.0,51.01879696666666,3.7025277666666665
2026-04-30 14:24:55,19.9,30.1,34.1,5.2,3465.0,51.01883325,3.70260325
2026-04-30 14:25:00,19.6,30.1,33.9,4.2,3470.0,51.01886553333333,3.7026736666666666
2026-04-30 14:25:05,19.6,30.3,33.7,3.6,3475.0,51.018884833333324,3.7027522666666663
2026-04-30 14:25:10,19.7,30.8,33.4,3.2,3480.0,51.018901,3.7028276
2026-04-30 14:25:15,19.8,31.2,33.0,2.9,3485.0,51.01893633333332,3.7029107666666663
2026-04-30 14:25:20,20.0,31.5,32.7,4.3,3490.0,51.01897506666666,3.7029905999999997
2026-04-30 14:25:25,19.9,31.6,32.4,3.6,3495.0,51.019020600000005,3.70308075
2026-04-30 14:25:30,20.0,31.9,32.1,2.0,3500.0,51.0190657,3.7031719
2026-04-30 14:25:35,20.2,32.3,31.5,1.6,3505.0,51.019105616666664,3.703250666666666
2026-04-30 14:25:40,20.3,32.4,31.4,2.9,3510.0,51.0191512,3.7033185
2026-04-30 14:25:45,20.1,32.6,30.9,5.2,3515.0,51.019202199999995,3.703372
2026-04-30 14:25:50,20.2,31.9,30.7,4.9,3520.0,51.01925273333333,3.7034430333333335
2026-04-30 14:25:55,20.2,30.9,30.3,6.6,3525.0,51.0192972,3.7035197
2026-04-30 14:26:00,20.1,30.4,30.0,8.2,3530.0,51.01933766666666,3.7035992333333327
2026-04-30 14:26:05,20.1,29.9,29.7,5.9,3535.0,51.01937408333333,3.7036832666666664
2026-04-30 14:26:10,20.0,29.6,29.4,5.4,3540.0,51.0193945,3.7037731
2026-04-30 14:26:15,19.7,29.3,29.2,12.6,3545.0,51.019433583333324,3.703844933333333
2026-04-30 14:26:20,19.4,29.0,29.0,8.4,3550.0,51.01946873333333,3.7039286333333328
2026-04-30 14:26:25,19.4,29.0,28.7,6.5,3555.0,51.01949555,3.70400125
2026-04-30 14:26:30,19.5,29.0,28.5,6.7,3560.0,51.019524366666666,3.7040687666666665
2026-04-30 14:26:35,19.8,29.1,28.2,6.3,3565.0,51.019564216666666,3.704143033333333
2026-04-30 14:26:40,19.4,29.1,28.0,11.2,3570.0,51.0196068,3.7042187
2026-04-30 14:26:45,19.4,28.9,27.7,7.7,3575.0,51.01964313333333,3.7042894499999997
2026-04-30 14:26:50,19.2,28.8,27.7,7.4,3580.0,51.0196796,3.704369066666666
2026-04-30 14:26:55,19.3,28.7,27.4,9.1,3585.0,51.019719550000005,3.7044420999999996
2026-04-30 14:27:00,19.2,28.8,27.3,7.4,3590.0,51.01975833333333,3.704516833333333
2026-04-30 14:27:05,19.3,29.0,27.0,6.1,3595.0,51.01979063333333,3.704604133333333
2026-04-30 14:27:10,19.2,29.3,26.7,8.8,3600.0,51.0198178,3.7046963
2026-04-30 14:27:15,19.2,29.4,26.6,11.9,3605.0,51.019850883333326,3.704791216666666
2026-04-30 14:27:20,19.3,29.3,26.4,14.4,3610.0,51.0198785,3.7048796
2026-04-30 14:27:25,18.8,29.2,26.5,17.2,3615.0,51.01990485,3.70496685
2026-04-30 14:27:30,18.4,29.1,26.6,11.5,3620.0,51.019931433333326,3.705051066666666
2026-04-30 14:27:35,18.5,29.0,26.4,8.7,3625.0,51.019958966666664,3.7051307333333328
2026-04-30 14:27:40,18.5,29.1,26.3,17.4,3630.0,51.0199893,3.7052124
2026-04-30 14:27:45,18.2,29.2,26.1,9.7,3635.0,51.02001363333333,3.7052897333333332
2026-04-30 14:27:50,18.4,29.4,25.9,15.7,3640.0,51.020038899999996,3.7053745333333334
2026-04-30 14:27:55,18.4,29.6,25.8,19.0,3645.0,51.0200648,3.70546325
2026-04-30 14:28:00,18.4,29.6,25.5,17.8,3650.0,51.020091933333326,3.7055537999999997
2026-04-30 14:28:05,18.5,29.6,25.3,15.1,3655.0,51.02011958333333,3.705644483333333
2026-04-30 14:28:10,18.5,29.6,25.2,11.6,3660.0,51.0201435,3.7057329
2026-04-30 14:28:15,18.6,29.6,24.9,7.2,3665.0,51.02016941666666,3.7058154833333328
2026-04-30 14:28:20,18.8,29.5,24.9,13.5,3670.0,51.02019433333333,3.7059011999999996
2026-04-30 14:28:25,18.8,29.5,24.6,5.1,3675.0,51.0202229,3.70598525
2026-04-30 14:28:30,18.7,29.3,24.4,10.3,3680.0,51.020255,3.706069133333333
2026-04-30 14:28:35,18.6,29.1,24.1,12.1,3685.0,51.02028741666666,3.7061538166666663
2026-04-30 14:28:40,18.6,28.9,24.1,6.2,3690.0,51.0203155,3.7062329
2026-04-30 14:28:45,18.7,28.8,23.8,10.8,3695.0,51.02034866666666,3.706314233333333
2026-04-30 14:28:50,18.7,28.9,23.6,8.0,3700.0,51.02038296666666,3.7063954999999993
2026-04-30 14:28:55,18.7,29.1,23.5,5.2,3705.0,51.02041585,3.7064759499999997
2026-04-30 14:29:00,18.8,29.1,23.3,7.2,3710.0,51.020449433333326,3.706557033333333
2026-04-30 14:29:05,18.8,29.2,23.1,8.0,3715.0,51.02048515,3.706639216666666
2026-04-30 14:29:10,18.9,29.1,23.0,5.2,3720.0,51.0205184,3.7067188
