year,month,day,hour,minute,second,latitude,longitude,Davistemp,Davishumidity,BlackGlobetemp,speed,direction
2026,3,26,13,8,56,0,0,15.88,38,15.38,0.00,0.00
2026,3,26,13,9,2,0,0,15.94,38,15.38,0.00,0.00
2026,3,26,13,9,8,0,0,16.00,38,15.38,0.00,0.00
2026,3,26,13,9,14,0,0,16.04,38,15.38,0.00,0.00
2026,3,26,13,9,20,0,0,16.10,38,15.38,0.00,0.00
2026,3,26,13,9,26,0,0,16.13,38,15.38,0.00,0.00
2026,3,26,13,9,32,0,0,16.11,38,15.31,0.00,0.00
2026,3,26,13,9,38,0,0,15.50,38,15.31,0.00,0.00
2026,3,26,13,9,44,0,0,15.50,38,15.25,0.00,0.00
2026,3,26,13,9,50,0,0,15.59,38,15.25,0.00,0.00
2026,3,26,13,9,56,0,0,15.66,38,15.25,0.00,0.00
2026,3,26,13,10,2,0,0,15.69,38,15.25,0.00,0.00
2026,3,26,13,10,8,0,0,15.75,38,15.19,0.00,0.00
2026,3,26,13,10,14,0,0,15.78,38,15.13,0.00,0.00
2026,3,26,13,10,20,0,0,15.84,38,15.13,0.00,0.00
2026,3,26,13,10,26,0,0,15.75,38,15.13,0.00,0.00
2026,3,26,13,10,32,0,0,15.77,38,15.13,0.00,0.00
2026,3,26,13,10,38,0,0,15.74,38,15.06,0.00,0.00
2026,3,26,13,10,44,0,0,15.72,38,15.13,0.00,0.00
2026,3,26,13,10,50,0,0,15.66,38,15.06,0.00,0.00
2026,3,26,13,10,56,0,0,15.69,38,15.06,0.00,0.00
2026,3,26,13,11,2,0,0,15.72,38,15.06,0.00,0.00
2026,3,26,13,11,8,0,0,15.77,38,15.00,0.00,0.00
2026,3,26,13,11,14,0,0,15.79,38,15.00,0.00,0.00
2026,3,26,13,11,20,0,0,15.83,38,15.00,0.00,0.00
2026,3,26,13,11,26,0,0,15.82,38,15.00,0.00,0.00
2026,3,26,13,11,32,0,0,15.85,38,14.94,0.00,0.00
2026,3,26,13,11,38,0,0,15.88,38,14.94,0.00,0.00
2026,3,26,13,11,44,0,0,15.81,38,14.81,0.00,0.00
2026,3,26,13,11,50,0,0,15.73,39,14.88,0.00,0.00
2026,3,26,13,11,56,0,0,15.79,39,14.81,0.00,0.00
2026,3,26,13,12,2,0,0,15.80,39,14.75,0.00,0.00
2026,3,26,13,12,8,0,0,15.84,38,14.75,0.00,0.00
2026,3,26,13,12,14,0,0,15.81,38,14.75,0.00,0.00
2026,3,26,13,12,20,0,0,15.73,38,14.69,0.00,0.00
2026,3,26,13,12,26,0,0,15.70,38,14.75,0.00,0.00
2026,3,26,13,12,32,0,0,15.76,38,14.63,0.00,0.00
2026,3,26,13,12,38,0,0,15.77,38,14.63,0.00,0.00
2026,3,26,13,12,44,0,0,15.81,38,14.63,0.00,0.00
2026,3,26,13,12,50,0,0,15.85,38,14.56,0.00,0.00
2026,3,26,13,12,56,0,0,15.88,38,14.63,0.00,0.00
2026,3,26,13,13,2,0,0,15.86,38,14.56,0.00,0.00
2026,3,26,13,13,8,0,0,15.51,38,14.56,0.00,0.00
2026,3,26,13,13,14,0,0,15.53,39,14.63,0.00,0.00
2026,3,26,13,13,20,0,0,15.62,39,14.63,0.00,0.00
2026,3,26,13,13,26,0,0,15.68,39,14.63,0.00,0.00
2026,3,26,13,13,32,0,0,15.67,39,14.63,0.00,0.00
2026,3,26,13,13,38,0,0,15.65,39,14.63,0.00,0.00
2026,3,26,13,13,44,0,0,15.65,39,14.63,0.00,0.00
2026,3,26,13,13,50,0,0,15.70,39,14.63,0.00,0.00
2026,3,26,13,13,56,0,0,15.72,39,14.63,0.00,0.00
2026,3,26,13,14,2,0,0,15.78,39,14.63,0.00,0.00
2026,3,26,13,14,8,0,0,15.82,39,14.63,0.00,0.00
2026,3,26,13,14,14,0,0,15.87,39,14.63,0.00,0.00
2026,3,26,13,14,20,0,0,15.91,39,14.63,0.00,0.00
2026,3,26,13,14,26,0,0,15.94,38,14.63,0.00,0.00
2026,3,26,13,14,32,0,0,15.81,38,14.63,0.00,0.00
2026,3,26,13,14,38,0,0,15.82,39,14.69,0.00,0.00
2026,3,26,13,14,44,0,0,15.88,39,14.69,0.00,0.00
2026,3,26,13,14,50,0,0,15.93,39,14.69,0.00,0.00
2026,3,26,13,14,56,0,0,15.97,39,14.69,0.00,0.00
2026,3,26,13,15,2,0,0,16.00,38,14.75,0.00,0.00
2026,3,26,13,15,8,0,0,16.03,38,14.75,0.00,0.00
2026,3,26,13,15,14,0,0,16.06,38,14.88,0.00,0.00
2026,3,26,13,15,20,0,0,16.10,38,14.88,0.00,0.00
2026,3,26,13,15,26,0,0,16.13,38,14.94,0.00,0.00
2026,3,26,13,15,32,0,0,16.16,38,14.94,0.00,0.00
2026,3,26,13,15,38,0,0,16.17,38,14.94,0.00,0.00
2026,3,26,13,15,44,0,0,16.17,38,14.94,0.00,0.00
2026,3,26,13,15,50,0,0,16.13,38,14.94,0.00,0.00
2026,3,26,13,15,56,0,0,16.16,38,14.94,0.00,0.00
2026,3,26,13,16,2,0,0,16.16,38,14.94,0.00,0.00
2026,3,26,13,16,8,0,0,16.18,38,14.94,0.00,0.00
2026,3,26,13,16,14,0,0,16.21,38,14.94,0.00,0.00
2026,3,26,13,16,20,0,0,16.23,38,14.94,0.00,0.00
2026,3,26,13,16,26,0,0,16.25,38,14.94,0.00,0.00
2026,3,26,13,16,32,0,0,16.28,38,14.94,0.00,0.00
2026,3,26,13,16,38,0,0,16.30,38,14.94,0.00,0.00
2026,3,26,13,16,44,0,0,16.29,38,14.94,0.00,0.00
2026,3,26,13,16,50,0,0,16.28,38,14.94,0.00,0.00
2026,3,26,13,16,56,0,0,16.30,38,14.94,0.00,0.00
2026,3,26,13,17,2,0,0,16.27,38,14.94,0.00,0.00
2026,3,26,13,17,8,0,0,16.00,38,15.00,0.00,0.00
2026,3,26,13,17,14,0,0,15.99,38,15.00,0.00,0.00
2026,3,26,13,17,20,0,0,15.78,38,15.00,0.00,0.00
2026,3,26,13,17,26,0,0,15.76,38,15.00,0.00,0.00
2026,3,26,13,17,32,0,0,15.78,38,15.00,0.00,0.00
2026,3,26,13,17,38,0,0,15.84,38,15.00,0.00,0.00
2026,3,26,13,17,44,0,0,15.90,38,15.06,0.00,0.00
2026,3,26,13,17,50,0,0,15.89,38,15.06,0.00,0.00
2026,3,26,13,17,56,0,0,15.84,38,15.13,0.00,0.00
2026,3,26,13,18,2,0,0,15.88,38,15.06,0.00,0.00
2026,3,26,13,18,8,0,0,15.61,38,15.06,0.00,0.00
2026,3,26,13,18,14,0,0,15.59,39,15.00,0.00,0.00
2026,3,26,13,18,20,0,0,15.58,38,14.94,0.00,0.00
2026,3,26,13,18,26,0,0,15.66,39,14.94,0.00,0.00
2026,3,26,13,18,32,0,0,15.73,38,14.94,0.00,0.00
2026,3,26,13,18,38,0,0,15.79,38,14.94,0.00,0.00
2026,3,26,13,18,44,0,0,15.85,38,14.94,0.00,0.00
2026,3,26,13,18,50,0,0,15.87,38,14.88,0.00,0.00
2026,3,26,13,18,56,0,0,15.78,38,14.94,0.00,0.00
2026,3,26,13,19,2,0,0,15.68,38,14.94,0.00,0.00
2026,3,26,13,19,8,0,0,15.65,39,14.94,0.00,0.00
2026,3,26,13,19,14,0,0,15.73,39,14.94,0.00,0.00
2026,3,26,13,19,20,0,0,15.76,38,14.94,0.00,0.00
2026,3,26,13,19,26,0,0,15.79,38,14.94,0.00,0.00
2026,3,26,13,19,32,0,0,15.59,38,14.94,0.00,0.00
