year,month,day,hour,minute,second,latitude,longitude,Davistemp,Davishumidity,BlackGlobetemp,speed,direction
2015,10,18,0,7,55,0,0,17.25,35,15.69,0.00,0.00
2015,10,18,0,8,1,0,0,17.26,35,15.63,0.00,0.00
2015,10,18,0,8,7,0,0,17.27,35,15.69,0.00,0.00
2015,10,18,0,8,13,0,0,17.24,35,15.69,0.00,0.00
2015,10,18,0,8,19,0,0,17.23,35,15.63,0.00,0.00
2015,10,18,0,8,25,0,0,17.19,35,15.63,0.00,0.00
2015,10,18,0,8,31,0,0,17.18,35,15.63,0.00,0.00
2015,10,18,0,8,37,0,0,17.19,35,15.63,0.00,0.00
2015,10,18,0,8,43,0,0,17.19,35,15.63,0.00,0.00
2015,10,18,0,8,49,0,0,17.19,35,15.63,0.00,0.00
2015,10,18,0,8,55,0,0,17.20,35,15.63,0.00,0.00
2015,10,18,0,9,1,0,0,17.19,35,15.63,0.00,0.00
2015,10,18,0,9,7,0,0,17.20,35,15.63,0.00,0.00
2015,10,18,0,9,13,0,0,17.20,35,15.63,0.00,0.00
2015,10,18,0,9,19,0,0,17.21,35,15.63,0.00,0.00
2015,10,18,0,9,25,0,0,17.16,35,15.63,0.00,0.00
2015,10,18,0,9,31,0,0,17.15,35,15.63,0.00,0.00
2015,10,18,0,9,37,0,0,17.12,35,15.63,0.00,0.00
2015,10,18,0,9,43,0,0,17.10,35,15.63,0.00,0.00
2015,10,18,0,9,49,0,0,17.06,35,15.63,0.00,0.00
2015,10,18,0,9,55,0,0,17.06,35,15.63,0.00,0.00
2015,10,18,0,10,1,0,0,17.05,35,15.63,0.00,0.00
2015,10,18,0,10,7,0,0,17.06,35,15.63,0.00,0.00
2015,10,18,0,10,13,0,0,17.03,35,15.63,0.00,0.00
2015,10,18,0,10,19,0,0,17.00,35,15.63,0.00,0.00
2015,10,18,0,10,25,0,0,16.98,35,15.63,0.00,0.00
2015,10,18,0,10,31,0,0,16.94,35,15.56,0.00,0.00
2015,10,18,0,10,37,0,0,16.92,35,15.50,0.00,0.00
2015,10,18,0,10,43,0,0,16.86,35,15.50,0.00,0.00
2015,10,18,0,10,49,0,0,16.83,35,15.50,0.00,0.00
2015,10,18,0,10,55,0,0,16.82,35,15.50,0.00,0.00
2015,10,18,0,11,1,0,0,16.81,35,15.50,0.00,0.00
2015,10,18,0,11,7,0,0,16.80,36,15.50,0.00,0.00
2015,10,18,0,11,13,0,0,16.80,36,15.50,0.00,0.00
2015,10,18,0,11,19,0,0,16.80,36,15.50,0.00,0.00
2015,10,18,0,11,25,0,0,16.81,36,15.44,0.00,0.00
2015,10,18,0,11,31,0,0,16.80,36,15.44,0.00,0.00
2015,10,18,0,11,37,0,0,16.76,36,15.31,0.00,0.00
2015,10,18,0,11,43,0,0,16.76,36,15.25,0.00,0.00
2015,10,18,0,11,49,0,0,16.74,36,15.25,0.00,0.00
2015,10,18,0,11,55,0,0,16.73,36,15.25,0.00,0.00
2015,10,18,0,12,1,0,0,16.71,36,15.25,0.00,0.00
2015,10,18,0,12,7,0,0,16.70,36,15.25,0.00,0.00
2015,10,18,0,12,13,0,0,16.66,36,15.25,0.00,0.00
2015,10,18,0,12,19,0,0,16.65,36,15.25,0.00,0.00
2015,10,18,0,12,25,0,0,16.62,36,15.19,0.00,0.00
2015,10,18,0,12,31,0,0,16.63,36,15.19,0.00,0.00
2015,10,18,0,12,37,0,0,16.62,36,15.19,0.00,0.00
2015,10,18,0,12,43,0,0,16.61,36,15.19,0.00,0.00
2015,10,18,0,12,49,0,0,16.62,36,15.19,0.00,0.00
2015,10,18,0,12,55,0,0,16.62,36,15.19,0.00,0.00
2015,10,18,0,13,1,0,0,16.61,36,15.13,0.00,0.00
2015,10,18,0,13,7,0,0,16.61,36,15.13,0.00,0.00
2026,3,26,13,13,24,0,0,16.61,36,15.13,0.00,0.00
2026,3,26,13,13,30,0,0,16.62,36,15.13,0.00,0.00
2026,3,26,13,13,36,543255924,62620923,16.62,36,15.13,0.00,0.00
2026,3,26,13,13,42,540288508,34672346,16.63,36,15.13,0.00,0.00
2026,3,26,13,13,48,541029035,36032065,16.64,36,15.13,0.00,0.00
2026,3,26,13,13,54,541563651,35904280,16.63,36,15.13,0.00,0.00
2026,3,26,13,14,0,551586787,139528499,16.64,36,15.13,0.00,0.00
2026,3,26,13,14,6,553336417,178211082,16.65,36,15.13,0.00,0.00
2026,3,26,13,14,12,553977877,206961511,16.66,36,15.13,0.00,0.00
2026,3,26,13,14,18,550483864,296518725,16.66,36,15.13,0.00,0.00
2026,3,26,13,14,24,555050621,206785341,16.67,36,15.13,0.00,0.00
2026,3,26,13,14,30,540183467,4909415,16.67,36,15.13,0.00,0.00
2026,3,26,13,14,36,529705523,-52025021,16.68,36,15.13,0.00,0.00
2026,3,26,13,14,42,516775525,-105434825,16.69,36,15.13,0.00,0.00
2026,3,26,13,14,48,481076181,-208726923,16.69,36,15.19,0.00,0.00
2026,3,26,13,14,54,435762215,-299931169,16.71,36,15.19,0.00,0.00
2026,3,26,13,15,0,428808313,-312485798,16.71,36,15.19,0.00,0.00
2026,3,26,13,15,6,429352532,-312561571,16.72,36,15.19,0.00,0.00
2026,3,26,13,15,12,391408147,-369484043,16.73,36,15.19,0.00,0.00
2026,3,26,13,15,18,375225556,-391260384,16.74,36,15.19,0.00,0.00
2026,3,26,13,15,24,375767127,-391304639,16.76,36,15.19,0.00,0.00
2026,3,26,13,15,30,319093014,-455768506,16.76,36,15.19,0.00,0.00
2026,3,26,13,15,36,319093014,-455768506,16.77,36,15.19,0.00,0.00
2026,3,26,13,15,42,319093014,-455768506,16.77,36,15.19,0.00,0.00
2026,3,26,13,15,48,319093014,-455768506,16.78,36,15.19,0.00,0.00
2026,3,26,13,15,54,319093014,-455768506,16.79,36,15.19,0.00,0.00
2026,3,26,13,16,0,319093014,-455768506,16.81,36,15.19,0.00,0.00
2026,3,26,13,16,6,319093014,-455768506,16.81,36,15.19,0.00,0.00
2026,3,26,13,16,12,319093014,-455768506,16.83,36,15.19,0.00,0.00
2026,3,26,13,16,18,319093014,-455768506,16.84,36,15.19,0.00,0.00
2026,3,26,13,16,24,319093014,-455768506,16.85,36,15.19,0.00,0.00
2026,3,26,13,16,30,319093014,-455768506,16.86,36,15.19,0.00,0.00
2026,3,26,13,16,36,319093014,-455768506,16.87,36,15.19,0.00,0.00
2026,3,26,13,16,42,319093014,-455768506,16.88,36,15.19,0.00,0.00
2026,3,26,13,16,48,319093014,-455768506,16.90,36,15.19,0.00,0.00
2026,3,26,13,16,54,319093014,-455768506,16.90,36,15.19,0.00,0.00
2026,3,26,13,17,0,319093014,-455768506,16.92,36,15.19,0.00,0.00
2026,3,26,13,17,6,319093014,-455768506,16.89,36,15.19,0.00,0.00
2026,3,26,13,17,12,319093014,-455768506,16.91,36,15.19,0.00,0.00
2026,3,26,13,17,18,319093014,-455768506,16.90,36,15.19,0.00,0.00
2026,3,26,13,17,24,319093014,-455768506,16.83,36,15.19,0.00,0.00
2026,3,26,13,17,30,319093014,-455768506,16.79,36,15.19,0.00,0.00
2026,3,26,13,17,36,319093014,-455768506,16.77,36,15.19,0.00,0.00
2026,3,26,13,17,42,319093014,-455768506,16.77,36,15.19,0.00,0.00
2026,3,26,13,17,48,319093014,-455768506,16.78,36,15.19,0.00,0.00
2026,3,26,13,17,54,319093014,-455768506,16.78,36,15.19,0.00,0.00
