year,month,day,hour,minute,second,latitude,longitude,Davistemp,Davishumidity,BlackGlobetemp
2024,8,10,9,2,17,509685037,41855131,21.45,67,26.70
2024,8,10,9,2,28,509684130,41853337,21.45,67,26.69
2024,8,10,9,2,39,509683256,41851273,21.41,67,26.69
2024,8,10,9,2,50,509683052,41849819,21.39,67,26.70
2024,8,10,9,3,1,509682896,41849104,21.43,67,26.87
2024,8,10,9,3,12,509682324,41847343,21.45,67,27.10
2024,8,10,9,3,23,509683419,41844238,21.45,67,27.27
2024,8,10,9,3,34,509684365,41841770,21.45,67,27.36
2024,8,10,9,3,45,509685088,41839859,21.45,68,27.65
2024,8,10,9,3,56,509684798,41837851,21.45,68,27.91
2024,8,10,9,4,7,509684261,41835956,21.45,68,28.00
2024,8,10,9,4,18,509684152,41833792,21.45,68,28.00
2024,8,10,9,4,29,509683946,41831359,21.45,69,27.98
2024,8,10,9,4,40,509683599,41828813,21.45,70,27.73
2024,8,10,9,4,51,509682223,41826801,21.42,70,27.44
2024,8,10,9,5,2,509681380,41825210,21.39,70,27.09
2024,8,10,9,5,13,509681039,41823305,21.43,70,26.81
2024,8,10,9,5,24,509680570,41821636,21.45,67,26.75
2024,8,10,9,5,35,509680348,41819054,21.45,67,26.73
2024,8,10,9,5,46,509680018,41816614,21.45,67,26.69
2024,8,10,9,5,57,509679391,41814476,21.39,67,26.66
2024,8,10,9,6,8,509678763,41812826,21.39,68,26.62
2024,8,10,9,6,19,509678321,41809829,21.45,68,26.69
2024,8,10,9,6,30,509678220,41807395,21.45,68,26.69
2024,8,10,9,6,41,509677914,41804779,21.45,68,26.81
2024,8,10,9,6,52,509677504,41802422,21.45,68,26.90
2024,8,10,9,7,3,509677462,41800203,21.48,68,26.95
2024,8,10,9,7,14,509678042,41798519,21.50,68,27.08
2024,8,10,9,7,25,509678764,41796206,21.50,68,27.33
2024,8,10,9,7,36,509679598,41794024,21.54,68,27.66
2024,8,10,9,7,47,509680441,41791618,21.56,68,27.81
2024,8,10,9,7,58,509680253,41789585,21.56,68,27.89
2024,8,10,9,8,9,509679388,41787588,21.56,68,27.94
2024,8,10,9,8,20,509678620,41785662,21.56,68,27.95
2024,8,10,9,8,31,509677810,41784158,21.56,68,27.98
2024,8,10,9,8,42,509677107,41781870,21.56,67,27.85
2024,8,10,9,8,53,509676792,41778879,21.56,65,27.80
2024,8,10,9,9,4,509676150,41776620,21.56,65,27.70
2024,8,10,9,9,15,509675411,41774438,21.55,65,27.64
2024,8,10,9,9,26,509674869,41771830,21.50,65,27.60
2024,8,10,9,9,37,509674316,41769714,21.50,66,27.45
2024,8,10,9,9,48,509673626,41767505,21.50,66,27.44
2024,8,10,9,9,59,509673114,41764941,21.47,66,27.41
2024,8,10,9,10,10,509672816,41762498,21.45,66,27.30
2024,8,10,9,10,21,509672767,41760011,21.45,66,27.19
2024,8,10,9,10,32,509672462,41757635,21.45,67,27.05
2024,8,10,9,10,43,509671860,41755331,21.45,67,27.00
2024,8,10,9,10,54,509671125,41753307,21.39,67,27.00
2024,8,10,9,11,5,509670306,41751910,21.45,67,27.00
2024,8,10,9,11,16,509669676,41749796,21.45,67,27.00
2024,8,10,9,11,27,509668968,41747598,21.45,67,27.00
2024,8,10,9,11,38,509667945,41745691,21.45,67,27.00
2024,8,10,9,11,49,509666812,41743902,21.45,67,27.00
2024,8,10,9,12,0,509665618,41742307,21.45,67,27.00
2024,8,10,9,12,11,509664532,41740691,21.48,67,27.00
2024,8,10,9,12,22,509663382,41739071,21.48,67,27.00
2024,8,10,9,12,33,509662313,41737337,21.48,67,27.00
2024,8,10,9,12,44,509661212,41735665,21.50,67,27.00
2024,8,10,9,12,55,509660091,41734137,21.50,67,27.00
2024,8,10,9,13,6,509659026,41732249,21.50,67,27.00
2024,8,10,9,13,17,509658300,41730081,21.50,67,26.80
2024,8,10,9,13,28,509657733,41727799,21.50,67,26.75
2024,8,10,9,13,39,509657261,41725450,21.50,67,26.75
2024,8,10,9,13,50,509656880,41723139,21.51,67,26.75
2024,8,10,9,14,1,509656441,41721065,21.55,67,26.75
2024,8,10,9,14,12,509656225,41718966,21.52,67,26.83
2024,8,10,9,14,23,509656029,41716472,21.54,67,26.89
2024,8,10,9,14,34,509655977,41714101,21.50,67,27.03
2024,8,10,9,14,45,509656246,41711708,21.53,67,27.12
2024,8,10,9,14,56,509656406,41709311,21.56,67,27.19
2024,8,10,9,15,7,509656566,41707093,21.56,67,27.30
2024,8,10,9,15,18,509656831,41704702,21.52,67,27.45
2024,8,10,9,15,29,509657085,41702394,21.55,67,27.62
2024,8,10,9,15,40,509657379,41700385,21.56,67,27.79
2024,8,10,9,15,51,509658093,41698376,21.56,67,27.81
2024,8,10,9,16,2,509658692,41696264,21.56,67,27.81
2024,8,10,9,16,13,509659270,41694049,21.56,67,27.86
2024,8,10,9,16,24,509659721,41691967,21.61,67,27.95
2024,8,10,9,16,35,509660336,41689395,21.60,67,28.00
2024,8,10,9,16,46,509661372,41687723,21.56,67,28.00
2024,8,10,9,16,57,509662763,41686689,21.56,67,27.99
2024,8,10,9,17,8,509664404,41686787,21.56,67,27.94
2024,8,10,9,17,19,509666109,41686853,21.56,67,27.95
2024,8,10,9,17,30,509667781,41687169,21.59,67,28.06
2024,8,10,9,17,41,509669385,41687372,21.61,67,28.19
2024,8,10,9,17,52,509670734,41687274,21.61,67,28.36
2024,8,10,9,18,3,509672088,41686874,21.61,67,28.69
2024,8,10,9,18,14,509673484,41686363,21.61,67,28.87
2024,8,10,9,18,25,509674725,41685189,21.67,67,29.00
2024,8,10,9,18,36,509675735,41683663,21.61,67,29.14
2024,8,10,9,18,47,509676474,41681798,21.67,67,29.31
2024,8,10,9,18,58,509677452,41679973,21.68,67,29.50
2024,8,10,9,19,9,509678897,41679378,21.71,68,29.50
2024,8,10,9,19,20,509680029,41678285,21.68,68,29.50
2024,8,10,9,19,31,509681380,41677398,21.73,68,29.45
2024,8,10,9,19,42,509683052,41676336,21.73,68,29.44
2024,8,10,9,19,53,509684666,41675345,21.73,67,29.44
2024,8,10,9,20,4,509685852,41673971,21.73,67,29.46
2024,8,10,9,20,15,509686991,41672534,21.73,67,29.50
2024,8,10,9,20,26,509688154,41671000,21.73,67,29.59
2024,8,10,9,20,37,509689462,41669661,21.73,67,29.69
2024,8,10,9,20,48,509690948,41668641,21.78,67,29.69
2024,8,10,9,20,59,509692480,41667814,21.78,67,29.69
2024,8,10,9,21,10,509694102,41667270,21.78,67,29.62
2024,8,10,9,21,21,509695610,41666772,21.78,67,29.50
2024,8,10,9,21,32,509697178,41666373,21.80,68,29.45
2024,8,10,9,21,43,509698769,41666095,21.84,68,29.48
2024,8,10,9,21,54,509700289,41665701,21.84,68,29.50
2024,8,10,9,22,5,509701728,41665005,21.84,68,29.64
2024,8,10,9,22,16,509703121,41664127,21.86,68,29.73
2024,8,10,9,22,27,509704423,41663082,21.89,67,29.94
2024,8,10,9,22,38,509705489,41661387,21.89,67,30.12
2024,8,10,9,22,49,509706489,41659338,21.93,67,30.12
2024,8,10,9,23,0,509707112,41657125,21.95,67,30.12
2024,8,10,9,23,11,509707658,41655099,21.95,67,30.12
2024,8,10,9,23,22,509708488,41653060,21.95,67,30.09
2024,8,10,9,23,33,509709447,41650837,22.00,67,30.02
2024,8,10,9,23,44,509710595,41649281,22.00,67,29.84
2024,8,10,9,23,55,509711985,41648292,22.00,67,29.77
2024,8,10,9,24,6,509713298,41647329,22.00,67,29.75
2024,8,10,9,24,17,509714421,41645944,22.00,67,29.75
2024,8,10,9,24,28,509715130,41643994,22.00,67,29.65
2024,8,10,9,24,39,509715547,41641661,22.03,67,29.59
2024,8,10,9,24,50,509715857,41639659,22.06,67,29.52
2024,8,10,9,25,1,509715808,41637605,22.06,67,29.50
2024,8,10,9,25,12,509715898,41635720,22.06,68,29.62
2024,8,10,9,25,23,509716613,41635335,22.10,68,29.62
2024,8,10,9,25,34,509717970,41635180,22.11,68,29.69
2024,8,10,9,25,45,509718909,41635875,22.11,67,29.89
2024,8,10,9,25,56,509720056,41636171,22.11,66,30.17
2024,8,10,9,26,7,509720927,41636703,22.17,66,30.55
2024,8,10,9,26,18,509721821,41637077,22.12,66,30.66
2024,8,10,9,26,29,509722847,41637172,22.17,66,30.62
2024,8,10,9,26,40,509723818,41637014,22.17,67,30.62
2024,8,10,9,26,51,509724854,41636768,22.18,68,30.62
2024,8,10,9,27,2,509726028,41636303,22.20,68,30.62
2024,8,10,9,27,13,509727190,41635822,22.19,68,30.72
2024,8,10,9,27,24,509728164,41635533,22.22,68,30.86
2024,8,10,9,27,35,509729220,41635080,22.22,67,30.98
2024,8,10,9,27,46,509730537,41635178,22.22,67,31.11
2024,8,10,9,27,57,509731303,41636540,22.22,67,31.25
2024,8,10,9,28,8,509731802,41637991,22.18,67,31.31
2024,8,10,9,28,19,509732766,41638989,22.17,67,31.27
2024,8,10,9,28,30,509734074,41638178,22.17,68,31.14
2024,8,10,9,28,41,509735337,41636919,22.17,68,31.03
2024,8,10,9,28,52,509736519,41635489,22.17,68,30.76
2024,8,10,9,29,3,509737544,41634415,22.17,68,30.52
2024,8,10,9,29,14,509738385,41633405,22.17,67,30.41
2024,8,10,9,29,25,509739301,41632222,22.17,66,30.35
2024,8,10,9,29,36,509740334,41631002,22.17,66,30.27
2024,8,10,9,29,47,509741448,41629499,22.17,66,30.25
2024,8,10,9,29,58,509742638,41627988,22.17,66,30.17
2024,8,10,9,30,9,509743735,41626755,22.17,65,30.05
2024,8,10,9,30,20,509744975,41625277,22.13,65,29.92
2024,8,10,9,30,31,509746265,41623928,22.11,65,29.73
2024,8,10,9,30,42,509747531,41622529,22.11,65,29.59
2024,8,10,9,30,53,509748812,41621200,22.11,65,29.41
2024,8,10,9,31,4,509750102,41619780,22.06,65,29.33
2024,8,10,9,31,15,509751385,41618456,22.06,65,29.20
2024,8,10,9,31,26,509752563,41617284,22.00,65,29.19
2024,8,10,9,31,37,509753713,41616105,22.00,65,29.11
2024,8,10,9,31,48,509754852,41614700,22.00,65,28.98
2024,8,10,9,31,59,509756046,41613329,22.00,66,28.86
2024,8,10,9,32,10,509757231,41611840,21.98,66,28.69
2024,8,10,9,32,21,509758708,41610577,21.95,66,28.55
2024,8,10,9,32,32,509759905,41609249,21.95,66,28.45
2024,8,10,9,32,43,509761248,41608087,21.95,65,28.31
2024,8,10,9,32,54,509762749,41607256,21.91,65,28.19
2024,8,10,9,33,5,509764159,41606640,21.89,65,28.12
2024,8,10,9,33,16,509765549,41606050,21.89,65,28.12
2024,8,10,9,33,27,509766650,41605658,21.95,65,28.14
2024,8,10,9,33,38,509767806,41605126,21.95,67,28.33
2024,8,10,9,33,49,509768950,41604005,21.95,67,28.61
2024,8,10,9,34,0,509769769,41602332,21.95,67,29.02
2024,8,10,9,34,11,509771121,41600368,21.95,67,29.22
2024,8,10,9,34,22,509772682,41600597,21.95,67,29.33
2024,8,10,9,34,33,509773458,41600599,21.97,66,29.42
2024,8,10,9,34,44,509774655,41600465,22.00,66,29.53
2024,8,10,9,34,55,509775791,41599750,22.00,66,29.56
2024,8,10,9,35,6,509776871,41598449,21.97,66,29.56
2024,8,10,9,35,17,509778007,41596569,21.95,67,29.42
2024,8,10,9,35,28,509779431,41595595,21.95,67,29.34
2024,8,10,9,35,39,509780965,41595591,21.95,67,29.31
2024,8,10,9,35,50,509782434,41595304,21.95,67,29.31
2024,8,10,9,36,1,509783570,41594083,21.95,68,29.30
2024,8,10,9,36,12,509784319,41593244,21.95,70,29.25
2024,8,10,9,36,23,509785197,41591660,21.99,70,29.25
2024,8,10,9,36,34,509784884,41589633,21.95,70,29.19
2024,8,10,9,36,45,509785237,41587129,21.96,70,29.08
2024,8,10,9,36,56,509785971,41584841,22.00,70,28.98
2024,8,10,9,37,7,509786900,41582729,22.00,71,28.87
2024,8,10,9,37,18,509787858,41580580,22.03,71,28.83
2024,8,10,9,37,29,509788791,41578360,22.06,71,28.75
2024,8,10,9,37,40,509789775,41576348,22.06,71,28.77
2024,8,10,9,37,51,509790842,41574324,22.10,67,28.81
2024,8,10,9,38,2,509791791,41572440,22.07,67,28.81
2024,8,10,9,38,13,509792840,41570541,22.10,67,28.86
2024,8,10,9,38,24,509793877,41568655,22.11,67,29.00
2024,8,10,9,38,35,509794764,41566764,22.17,68,29.14
2024,8,10,9,38,46,509795695,41564919,22.17,69,29.30
2024,8,10,9,38,57,509796049,41562670,22.22,69,29.44
2024,8,10,9,39,8,509795375,41560658,22.22,69,29.56
2024,8,10,9,39,19,509794215,41560564,22.22,69,29.56
2024,8,10,9,39,30,509792914,41560635,22.24,68,29.65
2024,8,10,9,39,41,509791603,41560777,22.28,68,29.66
2024,8,10,9,39,52,509790299,41560613,22.28,68,29.31
2024,8,10,9,40,3,509789093,41559569,22.24,68,28.94
2024,8,10,9,40,14,509788207,41558079,22.22,68,28.56
2024,8,10,9,40,25,509787493,41556481,22.22,66,28.23
2024,8,10,9,40,36,509786772,41554805,22.22,66,27.92
2024,8,10,9,40,47,509785847,41553000,22.22,66,27.54
2024,8,10,9,40,58,509784682,41551295,22.22,66,27.16
2024,8,10,9,41,9,509783721,41549668,22.22,66,26.92
2024,8,10,9,41,20,509782843,41547998,22.17,66,26.73
2024,8,10,9,41,31,509781916,41546365,22.17,66,26.53
2024,8,10,9,41,42,509781001,41545202,22.17,66,26.44
2024,8,10,9,41,53,509780099,41543642,22.17,66,26.44
2024,8,10,9,42,4,509779195,41542256,22.17,66,26.44
2024,8,10,9,42,15,509778910,41540429,22.14,65,26.45
2024,8,10,9,42,26,509780059,41538870,22.11,65,26.62
2024,8,10,9,42,37,509781255,41537404,22.14,65,26.84
2024,8,10,9,42,48,509782384,41535925,22.17,65,26.98
2024,8,10,9,42,59,509783552,41534558,22.13,67,27.05
2024,8,10,9,43,10,509784993,41533087,22.15,67,27.11
2024,8,10,9,43,21,509786482,41531869,22.17,67,27.36
2024,8,10,9,43,32,509787980,41530782,22.17,67,27.66
2024,8,10,9,43,43,509789432,41529923,22.22,67,27.92
2024,8,10,9,43,54,509790822,41528665,22.22,66,28.21
2024,8,10,9,44,5,509792364,41527537,22.22,66,28.50
2024,8,10,9,44,16,509793593,41526363,22.21,66,28.62
2024,8,10,9,44,27,509794802,41525142,22.19,66,28.76
2024,8,10,9,44,38,509796029,41524170,22.22,68,28.94
2024,8,10,9,44,49,509797331,41523201,22.22,68,28.86
2024,8,10,9,45,0,509798782,41522773,22.22,68,28.77
2024,8,10,9,45,11,509800339,41522592,22.19,68,28.56
2024,8,10,9,45,22,509801857,41522122,22.17,68,28.25
2024,8,10,9,45,33,509803299,41521411,22.17,67,27.97
2024,8,10,9,45,44,509804716,41520471,22.17,67,27.62
2024,8,10,9,45,55,509806365,41519587,22.17,67,27.22
2024,8,10,9,46,6,509807801,41518753,22.17,67,26.97
2024,8,10,9,46,17,509809168,41517898,22.17,66,26.81
2024,8,10,9,46,28,509810581,41516998,22.16,64,26.67
2024,8,10,9,46,39,509811952,41516216,22.11,64,26.62
2024,8,10,9,46,50,509813315,41515648,22.11,64,26.62
2024,8,10,9,47,1,509814684,41515469,22.09,64,26.56
2024,8,10,9,47,12,509816118,41515296,22.09,65,26.61
2024,8,10,9,47,23,509817601,41515131,22.11,65,26.86
2024,8,10,9,47,34,509819005,41514968,22.08,65,27.10
2024,8,10,9,47,45,509820416,41514826,22.10,65,27.37
2024,8,10,9,47,56,509821788,41514734,22.11,65,27.61
2024,8,10,9,48,7,509823135,41514722,22.11,65,28.02
2024,8,10,9,48,18,509824364,41514672,22.11,65,28.10
2024,8,10,9,48,29,509825703,41514758,22.11,65,28.47
2024,8,10,9,48,40,509827282,41514804,22.11,65,28.70
2024,8,10,9,48,51,509828797,41514814,22.11,66,28.95
2024,8,10,9,49,2,509830306,41514959,22.11,68,29.22
2024,8,10,9,49,13,509831804,41515178,22.12,68,29.34
2024,8,10,9,49,24,509833252,41515440,22.17,68,29.56
2024,8,10,9,49,35,509834695,41515735,22.17,68,29.73
2024,8,10,9,49,46,509836159,41515937,22.17,67,29.80
2024,8,10,9,49,57,509837505,41516181,22.17,66,29.81
2024,8,10,9,50,8,509838935,41516108,22.20,66,29.83
2024,8,10,9,50,19,509840325,41515841,22.22,66,29.87
2024,8,10,9,50,30,509841915,41515697,22.22,66,29.87
2024,8,10,9,50,41,509843389,41515368,22.26,70,29.92
2024,8,10,9,50,52,509844784,41514927,22.28,70,30.05
2024,8,10,9,51,3,509846209,41514641,22.33,70,30.19
2024,8,10,9,51,14,509847773,41514719,22.28,70,30.25
2024,8,10,9,51,25,509849180,41514645,22.28,68,30.30
2024,8,10,9,51,36,509850684,41514554,22.29,66,30.44
2024,8,10,9,51,47,509852156,41514490,22.35,66,30.62
2024,8,10,9,51,58,509853518,41514528,22.39,66,30.87
2024,8,10,9,52,9,509854528,41514696,22.39,66,31.25
2024,8,10,9,52,20,509855835,41515465,22.42,67,31.52
2024,8,10,9,52,31,509857330,41516200,22.44,68,31.81
2024,8,10,9,52,42,509858391,41517127,22.44,68,32.06
2024,8,10,9,52,53,509858840,41516932,22.49,68,32.20
2024,8,10,9,53,4,509858928,41516370,22.54,68,32.38
2024,8,10,9,53,15,509859480,41516387,22.56,67,32.72
2024,8,10,9,53,26,509859904,41517732,22.61,67,33.08
2024,8,10,9,53,37,509859603,41519378,22.61,67,33.25
2024,8,10,9,53,48,509859111,41520978,22.67,67,33.41
2024,8,10,9,53,59,509858509,41522606,22.67,66,33.49
2024,8,10,9,54,10,509857899,41524322,22.68,64,33.50
2024,8,10,9,54,21,509857276,41526635,22.72,64,33.48
2024,8,10,9,54,32,509857708,41528368,22.72,64,33.33
2024,8,10,9,54,43,509858919,41530476,22.75,64,33.13
2024,8,10,9,54,54,509859979,41531202,22.78,63,33.13
2024,8,10,9,55,5,509860972,41531287,22.78,63,33.11
2024,8,10,9,55,16,509862050,41531506,22.78,63,32.98
2024,8,10,9,55,27,509862935,41531802,22.78,63,32.72
2024,8,10,9,55,38,509863792,41531418,22.74,63,32.39
2024,8,10,9,55,49,509865085,41531621,22.77,62,32.01
2024,8,10,9,56,0,509866490,41532274,22.72,62,31.47
2024,8,10,9,56,11,509867997,41534818,22.78,62,31.08
2024,8,10,9,56,22,509868856,41535938,22.78,62,30.74
2024,8,10,9,56,33,509870824,41536536,22.78,62,30.42
2024,8,10,9,56,44,509871808,41537277,22.76,62,30.11
2024,8,10,9,56,55,509872774,41537640,22.74,62,29.81
2024,8,10,9,57,6,509873982,41538073,22.76,62,29.54
2024,8,10,9,57,17,509875177,41539096,22.72,62,29.27
2024,8,10,9,57,28,509877112,41540229,22.75,63,29.11
2024,8,10,9,57,39,509878274,41541400,22.74,63,28.89
2024,8,10,9,57,50,509879758,41543399,22.76,63,28.66
2024,8,10,9,58,1,509880778,41545357,22.78,63,28.34
2024,8,10,9,58,12,509882169,41546420,22.78,63,28.16
2024,8,10,9,58,23,509883828,41547835,22.82,63,28.06
2024,8,10,9,58,34,509884908,41549317,22.83,63,28.02
2024,8,10,9,58,45,509886086,41550809,22.83,63,28.00
2024,8,10,9,58,56,509887174,41552242,22.83,63,28.00
2024,8,10,9,59,7,509888188,41553620,22.83,63,27.97
2024,8,10,9,59,18,509889100,41554854,22.83,63,27.94
2024,8,10,9,59,29,509890065,41556039,22.83,63,27.81
2024,8,10,9,59,40,509891168,41557225,22.81,63,27.81
2024,8,10,9,59,51,509892074,41558434,22.81,63,27.81
2024,8,10,10,0,2,509892950,41559720,22.81,64,27.81
2024,8,10,10,0,13,509893856,41561072,22.81,64,27.79
2024,8,10,10,0,24,509894680,41562191,22.79,64,27.52
2024,8,10,10,0,35,509895436,41563445,22.78,64,27.34
2024,8,10,10,0,46,509896276,41564144,22.78,63,27.12
2024,8,10,10,0,57,509897476,41564663,22.72,63,26.97
2024,8,10,10,1,8,509898721,41564987,22.72,63,26.78
2024,8,10,10,1,19,509900030,41564754,22.72,63,26.53
2024,8,10,10,1,30,509900788,41563563,22.72,63,26.39
2024,8,10,10,1,41,509901651,41562359,22.72,63,26.22
2024,8,10,10,1,52,509902593,41561168,22.71,63,26.12
2024,8,10,10,2,3,509903469,41559840,22.67,63,25.99
2024,8,10,10,2,14,509904564,41558627,22.67,63,25.91
2024,8,10,10,2,25,509905110,41557994,22.69,63,25.83
2024,8,10,10,2,36,509906067,41556520,22.72,64,25.98
2024,8,10,10,2,47,509907262,41555612,22.68,64,26.30
2024,8,10,10,2,58,509908432,41554174,22.67,64,26.48
2024,8,10,10,3,9,509909551,41552739,22.67,64,26.64
2024,8,10,10,3,20,509910822,41551774,22.67,64,26.71
2024,8,10,10,3,31,509912313,41551871,22.67,64,26.75
2024,8,10,10,3,42,509913838,41553058,22.61,64,26.75
2024,8,10,10,3,53,509914975,41554213,22.67,64,26.81
2024,8,10,10,4,4,509916334,41555771,22.67,64,27.03
2024,8,10,10,4,15,509917451,41557075,22.65,64,27.23
2024,8,10,10,4,26,509918889,41558390,22.62,64,27.41
2024,8,10,10,4,37,509919808,41559613,22.64,64,27.44
2024,8,10,10,4,48,509921131,41561204,22.61,64,27.44
2024,8,10,10,4,59,509922346,41562586,22.61,64,27.34
2024,8,10,10,5,10,509923571,41564175,22.61,63,27.25
2024,8,10,10,5,21,509924876,41565998,22.61,63,27.25
2024,8,10,10,5,32,509925978,41567372,22.65,63,27.25
2024,8,10,10,5,43,509926780,41568446,22.67,63,27.37
2024,8,10,10,5,54,509927894,41570760,22.67,63,27.55
2024,8,10,10,6,5,509928627,41573131,22.67,63,28.03
2024,8,10,10,6,16,509929032,41574897,22.67,63,28.37
2024,8,10,10,6,27,509929475,41576973,22.67,63,28.84
2024,8,10,10,6,38,509930026,41579194,22.67,63,29.44
2024,8,10,10,6,49,509930437,41581382,22.68,64,30.11
2024,8,10,10,7,0,509930884,41583607,22.72,64,30.62
2024,8,10,10,7,11,509931231,41585769,22.72,64,31.19
2024,8,10,10,7,22,509931772,41588102,22.75,64,31.64
2024,8,10,10,7,33,509932143,41590294,22.78,64,32.08
2024,8,10,10,7,44,509932532,41592464,22.81,64,32.53
2024,8,10,10,7,55,509932772,41594368,22.83,64,32.84
2024,8,10,10,8,6,509933083,41596528,22.83,64,33.08
2024,8,10,10,8,17,509933570,41598986,22.88,64,33.38
2024,8,10,10,8,28,509933739,41600868,22.89,64,33.59
2024,8,10,10,8,39,509933984,41603199,22.94,63,33.77
2024,8,10,10,8,50,509934513,41605545,22.94,63,33.88
2024,8,10,10,9,1,509935401,41607326,23.00,63,34.20
2024,8,10,10,9,12,509936268,41609038,23.00,63,34.47
2024,8,10,10,9,23,509937163,41610087,23.01,63,34.50
2024,8,10,10,9,34,509938222,41612088,23.05,62,34.50
2024,8,10,10,9,45,509939220,41613851,23.08,62,34.56
2024,8,10,10,9,56,509939917,41614683,23.14,62,34.67
2024,8,10,10,10,7,509941134,41616534,23.16,62,34.69
2024,8,10,10,10,18,509942083,41619088,23.16,62,34.69
2024,8,10,10,10,29,509943177,41621303,23.16,62,34.69
2024,8,10,10,10,40,509944169,41623357,23.20,62,34.72
2024,8,10,10,10,51,509945194,41625515,23.22,62,34.92
2024,8,10,10,11,2,509946062,41627670,23.27,62,34.94
2024,8,10,10,11,13,509947137,41629310,23.27,61,34.94
2024,8,10,10,11,24,509947609,41630911,23.29,61,35.06
2024,8,10,10,11,35,509948279,41633031,23.33,61,35.16
2024,8,10,10,11,46,509948936,41635384,23.34,61,35.20
2024,8,10,10,11,57,509949696,41637391,23.39,61,35.13
2024,8,10,10,12,8,509950965,41640113,23.39,60,34.86
2024,8,10,10,12,19,509951847,41642703,23.39,60,34.61
2024,8,10,10,12,30,509952793,41644527,23.39,60,34.47
2024,8,10,10,12,41,509953627,41646947,23.42,60,34.38
2024,8,10,10,12,52,509954423,41649025,23.44,61,34.38
2024,8,10,10,13,3,509955141,41651642,23.44,61,34.38
2024,8,10,10,13,14,509955600,41653723,23.44,61,34.48
2024,8,10,10,13,25,509956014,41655749,23.53,61,34.56
2024,8,10,10,13,36,509956248,41658261,23.55,61,34.56
2024,8,10,10,13,47,509956538,41660774,23.55,61,34.69
2024,8,10,10,13,58,509956837,41663137,23.55,61,34.81
2024,8,10,10,14,9,509957257,41665428,23.55,61,34.81
2024,8,10,10,14,20,509957761,41667723,23.55,61,34.81
2024,8,10,10,14,31,509958243,41670052,23.57,61,34.72
2024,8,10,10,14,42,509958579,41672080,23.61,61,34.69
2024,8,10,10,14,53,509958942,41674428,23.61,61,34.66
2024,8,10,10,15,4,509959300,41676775,23.61,61,34.61
2024,8,10,10,15,15,509959174,41678806,23.61,61,34.49
2024,8,10,10,15,26,509959329,41680659,23.61,60,34.23
2024,8,10,10,15,37,509959640,41682781,23.61,60,34.13
2024,8,10,10,15,48,509960226,41684482,23.61,60,34.16
2024,8,10,10,15,59,509961069,41685807,23.66,60,34.23
2024,8,10,10,16,10,509962171,41687113,23.66,60,34.30
2024,8,10,10,16,21,509962249,41688897,23.66,61,34.36
2024,8,10,10,16,32,509962073,41690677,23.66,61,34.38
2024,8,10,10,16,43,509962187,41693373,23.66,61,34.38
2024,8,10,10,16,54,509961880,41696163,23.66,61,34.38
2024,8,10,10,17,5,509961916,41698577,23.69,63,34.39
2024,8,10,10,17,16,509961917,41701010,23.72,64,34.44
2024,8,10,10,17,27,509961797,41703391,23.72,64,34.44
2024,8,10,10,17,38,509961515,41705669,23.72,64,34.50
2024,8,10,10,17,49,509961099,41707920,23.72,64,34.42
2024,8,10,10,18,0,509960682,41710030,23.72,63,34.27
2024,8,10,10,18,11,509960425,41712216,23.72,63,33.97
2024,8,10,10,18,22,509960124,41714395,23.67,63,33.39
2024,8,10,10,18,33,509959659,41716440,23.72,63,32.97
2024,8,10,10,18,44,509959219,41718464,23.66,63,32.50
2024,8,10,10,18,55,509958738,41720457,23.64,64,32.11
2024,8,10,10,19,6,509959074,41721847,23.57,64,31.67
2024,8,10,10,19,17,509960186,41723117,23.59,64,31.28
2024,8,10,10,19,28,509961457,41724447,23.55,64,30.92
2024,8,10,10,19,39,509962682,41725903,23.53,63,30.54
2024,8,10,10,19,50,509963875,41727239,23.47,62,30.08
2024,8,10,10,20,1,509965140,41728561,23.44,62,29.78
2024,8,10,10,20,12,509966540,41729801,23.44,62,29.54
2024,8,10,10,20,23,509967708,41731164,23.44,62,29.33
2024,8,10,10,20,34,509968753,41732338,23.40,64,29.12
2024,8,10,10,20,45,509969705,41733139,23.39,64,28.86
2024,8,10,10,20,56,509970677,41733857,23.34,64,28.65
2024,8,10,10,21,7,509971712,41735486,23.33,64,28.44
2024,8,10,10,21,18,509972565,41736118,23.33,64,28.37
2024,8,10,10,21,29,509973502,41737364,23.32,65,28.37
2024,8,10,10,21,40,509973475,41739199,23.27,65,28.37
2024,8,10,10,21,51,509972771,41741252,23.27,65,28.37
2024,8,10,10,22,2,509972979,41742921,23.27,65,28.41
2024,8,10,10,22,13,509973669,41744584,23.27,64,28.67
2024,8,10,10,22,24,509974228,41746376,23.27,64,29.00
2024,8,10,10,22,35,509974773,41748310,23.27,64,29.34
2024,8,10,10,22,46,509975273,41750614,23.31,64,29.77
2024,8,10,10,22,57,509975852,41752795,23.29,64,30.22
2024,8,10,10,23,8,509976595,41754868,23.27,64,30.59
2024,8,10,10,23,19,509977271,41756662,23.27,64,30.87
2024,8,10,10,23,30,509977959,41758000,23.33,64,31.16
2024,8,10,10,23,41,509978508,41759250,23.33,64,31.39
2024,8,10,10,23,52,509978874,41760759,23.27,63,31.58
2024,8,10,10,24,3,509979297,41761457,23.27,62,31.66
2024,8,10,10,24,14,509980387,41761440,23.27,62,31.78
2024,8,10,10,24,25,509981659,41761647,23.27,62,31.81
2024,8,10,10,24,36,509982290,41762460,23.27,62,31.92
